-5,-0.5007
-4.899,-0.48026
-4.798,-0.49576
-4.697,-0.58523
-4.596,-0.49694
-4.4949,-0.47683
-4.3939,-0.50373
-4.2929,-0.39144
-4.1919,-0.50052
-4.0909,-0.33272
-3.9899,-0.39405
-3.8889,-0.46101
-3.7879,-0.41448
-3.6869,-0.46143
-3.5859,-0.43441
-3.4848,-0.37104
-3.3838,-0.43069
-3.2828,-0.50237
-3.1818,-0.31775
-3.0808,-0.33469
-2.9798,-0.28495
-2.8788,-0.30352
-2.7778,-0.28924
-2.6768,-0.31349
-2.5758,-0.38721
-2.4747,-0.3726
-2.3737,-0.34702
-2.2727,-0.3065
-2.1717,-0.20974
-2.0707,-0.18327
-1.9697,-0.22426
-1.8687,-0.21939
-1.7677,-0.25494
-1.6667,-0.33919
-1.5657,-0.31373
-1.4646,-0.42184
-1.3636,-0.33073
-1.2626,-0.30582
-1.1616,-0.17425
-1.0606,-0.12625
-0.9596,-0.16141
-0.85859,-0.14961
-0.75758,-0.30596
-0.65657,-0.43438
-0.55556,-0.57032
-0.45455,-0.67928
-0.35354,-0.75637
-0.25253,-0.65907
-0.15152,-0.43955
-0.050505,-0.15284
0.050505,0.23788
0.15152,0.46002
0.25253,0.75304
0.35354,0.75474
0.45455,0.71582
0.55556,0.54013
0.65657,0.47352
0.75758,0.27176
0.85859,0.18166
0.9596,0.060306
1.0606,0.19719
1.1616,0.22311
1.2626,0.28168
1.3636,0.31004
1.4646,0.38189
1.5657,0.34267
1.6667,0.37296
1.7677,0.1958
1.8687,0.21155
1.9697,0.2692
2.0707,0.31908
2.1717,0.26375
2.2727,0.33005
2.3737,0.36253
2.4747,0.31205
2.5758,0.33766
2.6768,0.35678
2.7778,0.29815
2.8788,0.30389
2.9798,0.33143
3.0808,0.35765
3.1818,0.28128
3.2828,0.36353
3.3838,0.40677
3.4848,0.50699
3.5859,0.45928
3.6869,0.37828
3.7879,0.38112
3.8889,0.36188
3.9899,0.37939
4.0909,0.46213
4.1919,0.45161
4.2929,0.45101
4.3939,0.53611
4.4949,0.55224
4.596,0.40379
4.697,0.50329
4.798,0.61527
4.899,0.51583
5,0.45894
